,arrival_month,Total_spend,no_of_special_requests,arrival_date,age,Usage_frequency,Support_calls,market_segment_type,type_plan,arrival_year,booking_status
10259,6,701,1,17,64,30,2,3,1,2024,1
10260,10,441,1,7,38,29,0,4,1,2024,1
10261,6,364,0,9,45,17,0,4,1,2024,0
10262,9,615,2,10,20,22,3,4,0,2023,1
10263,1,585,0,19,40,28,8,3,2,2024,1
10264,9,159,1,21,44,29,7,3,1,2024,0
10265,7,216,1,4,51,13,3,4,2,2024,1
10266,10,620,0,2,19,12,1,3,1,2023,1
10267,2,934,0,24,46,13,5,4,0,2024,1
10268,9,785,0,16,49,23,1,4,0,2024,1
10269,10,193,2,7,25,20,9,4,0,2024,1
10270,10,523,1,7,35,8,4,3,2,2024,1
10271,10,324,0,2,57,23,9,3,1,2023,1
10272,1,642,1,29,58,8,2,4,0,2024,1
10273,3,236,0,16,46,15,7,3,2,2024,1
10274,11,725,2,18,47,28,1,4,2,2023,1
10275,5,882,0,21,38,28,1,4,2,2024,0
10276,3,771,1,30,50,18,2,4,2,2024,1
10277,6,195,0,13,23,22,3,3,2,2024,1
10278,9,714,2,4,26,28,3,4,1,2024,0
10279,9,270,2,17,64,21,10,4,0,2023,1
10280,5,647,0,16,53,18,0,4,1,2024,0
10281,10,810,0,23,43,13,5,3,0,2024,1
10282,12,396,0,4,54,11,1,4,1,2023,1
10283,8,812,1,14,30,15,7,4,0,2023,1
10284,7,618,0,11,36,26,7,3,1,2023,0
10285,7,576,3,4,49,9,9,4,0,2024,1
10286,5,324,2,29,41,10,9,4,2,2024,1
10287,3,770,1,29,64,1,8,4,1,2024,1
10288,5,196,1,21,55,6,6,4,0,2024,1
10289,7,950,2,29,39,30,0,4,0,2024,1
10290,7,498,0,19,41,25,3,4,2,2024,0
10291,12,695,0,21,21,18,5,3,1,2024,1
10292,6,237,0,3,58,29,5,4,2,2024,0
10293,12,438,0,31,45,23,2,4,0,2023,1
10294,5,999,0,15,37,9,6,4,0,2024,0
10295,10,716,1,6,35,30,0,4,2,2023,1
10296,5,375,1,18,32,15,5,4,1,2024,1
10297,11,415,0,4,49,24,6,3,0,2024,0
10298,7,756,1,27,43,13,0,4,2,2024,1
10299,10,735,0,2,62,27,5,3,1,2023,1
10300,7,718,0,21,30,24,8,3,1,2024,1
10301,1,642,1,19,33,25,4,3,2,2024,1
10302,4,198,1,13,44,5,5,4,2,2024,1
10303,7,769,1,4,61,23,0,4,0,2024,1
10304,10,113,2,14,33,9,1,4,1,2023,1
10305,4,317,0,26,38,16,8,3,0,2024,1
10306,6,339,0,20,29,16,1,4,2,2024,0
10307,8,457,1,5,41,17,6,4,1,2024,1
10308,9,963,0,4,42,5,4,3,0,2023,1
10309,6,331,0,7,44,2,7,3,0,2024,1
10310,6,213,0,26,59,17,7,4,2,2024,0
10311,12,879,0,30,55,20,0,3,1,2023,1
10312,5,247,0,21,51,3,6,4,1,2024,0
10313,9,438,0,15,52,27,4,4,1,2024,0
10314,11,607,0,21,45,5,5,4,0,2024,1
10315,9,358,0,27,54,12,1,3,1,2024,0
10316,10,748,1,19,48,13,1,3,1,2023,1
10317,6,669,2,28,22,21,1,4,0,2024,1
10318,7,586,1,31,25,13,8,4,1,2024,1
10319,8,505,0,20,24,18,1,4,1,2024,0
10320,11,591,0,20,60,22,0,3,2,2023,1
10321,10,399,0,20,21,10,0,4,2,2024,0
10322,7,237,1,10,29,1,6,4,1,2024,1
10323,4,106,0,25,37,20,4,4,2,2024,1
10324,4,180,1,5,58,25,10,4,1,2024,1
10325,3,325,1,10,61,5,4,4,2,2024,1
10326,8,501,2,31,57,27,10,4,1,2023,0
10327,6,187,0,3,47,20,9,3,2,2024,1
10328,3,514,0,25,24,18,5,3,1,2024,0
10329,8,367,0,28,26,11,8,4,2,2024,0
10330,11,104,1,10,36,30,6,4,1,2024,1
10331,6,640,1,9,59,13,7,4,1,2024,1
10332,5,929,1,13,24,4,0,4,2,2024,1
10333,8,737,2,18,63,19,6,4,0,2024,1
10334,12,562,1,5,26,13,4,4,1,2024,1
10335,6,174,1,6,42,20,8,3,0,2024,0
10336,7,675,4,8,22,8,0,4,0,2024,1
10337,5,876,0,5,38,14,9,3,2,2024,1
10338,10,440,1,15,27,8,0,4,2,2023,1
10339,12,294,2,22,58,20,0,4,1,2024,0
10340,9,258,1,8,36,2,1,3,2,2024,0
10341,9,961,0,11,46,12,3,4,2,2024,0
10342,10,585,0,12,28,14,1,4,0,2023,0
10343,3,475,2,25,51,27,9,4,0,2024,1
10344,10,557,0,13,22,28,7,3,0,2024,1
10345,8,670,0,19,52,17,3,3,1,2024,0
10346,10,549,0,3,27,25,9,4,2,2024,0
10347,11,650,0,25,52,1,0,3,0,2024,1
10348,2,938,0,13,36,30,1,4,1,2024,0
10349,5,901,0,8,25,2,2,3,2,2024,1
10350,3,776,0,31,38,8,1,2,0,2024,1
10351,5,242,1,7,59,22,3,4,0,2024,1
10352,7,549,1,26,43,13,8,4,0,2024,0
10353,5,466,0,22,52,8,4,3,1,2024,1
10354,7,296,1,26,23,28,10,4,0,2024,1
10355,10,344,2,17,63,14,3,4,0,2024,1
10356,11,209,2,19,19,24,2,4,1,2024,1
10357,1,958,0,30,18,10,0,4,0,2024,1
10358,2,619,0,8,53,21,5,4,1,2024,1
10359,10,670,0,13,31,21,6,3,0,2024,1
10360,7,861,0,9,20,28,8,4,1,2024,0
10361,8,808,0,17,56,15,7,2,1,2023,0
10362,11,816,1,13,61,3,9,4,2,2024,0
10363,3,532,0,7,45,11,6,3,2,2024,1
10364,4,618,0,6,34,21,0,4,2,2024,0
10365,3,750,0,25,23,30,8,4,1,2024,1
10366,7,411,1,23,18,20,8,4,0,2024,1
10367,10,498,1,2,26,25,3,4,2,2024,1
10368,11,457,1,15,43,15,9,4,0,2024,0
10369,9,757,0,15,28,13,2,3,1,2024,1
10370,6,399,0,19,65,29,10,4,0,2024,0
10371,4,189,1,13,25,17,8,4,0,2024,0
10372,7,399,0,1,40,8,5,4,1,2023,0
10373,5,249,0,5,64,18,0,4,0,2024,1
10374,1,238,0,19,65,10,3,3,0,2024,1
10375,12,485,1,7,29,12,0,4,0,2024,1
10376,12,395,0,14,25,19,9,3,2,2023,1
10377,8,165,2,14,46,14,6,4,2,2024,1
10378,3,283,0,8,58,15,8,2,1,2024,1
10379,7,741,0,23,20,7,5,3,1,2024,1
10380,4,741,0,15,60,27,6,3,0,2024,1
10381,9,541,0,26,26,27,10,3,0,2024,0
10382,7,299,0,18,41,23,3,4,2,2023,0
10383,6,574,0,17,24,20,10,4,2,2024,0
10384,2,605,1,20,45,23,2,4,0,2024,1
10385,9,932,1,11,20,9,0,4,1,2024,0
10386,10,502,0,16,63,2,0,3,1,2024,0
10387,9,314,1,7,58,28,8,4,0,2024,1
10388,9,202,0,10,36,1,0,4,0,2024,0
10389,9,440,0,15,41,20,5,4,1,2024,0
10390,10,220,0,30,32,15,10,4,0,2024,0
10391,6,219,0,15,21,15,1,3,1,2024,0
10392,10,737,0,13,54,23,7,3,1,2024,1
10393,11,473,0,9,46,22,6,3,0,2024,1
10394,10,511,0,9,55,22,3,4,2,2024,0
10395,12,527,0,2,37,4,4,3,1,2024,1
10396,7,207,0,21,36,11,9,4,0,2024,0
10397,9,131,0,22,46,10,6,3,1,2024,1
10398,7,813,0,16,64,12,0,4,2,2024,0
10399,4,249,0,29,29,14,3,3,2,2024,0
10400,11,283,2,25,65,5,3,4,2,2023,1
10401,4,427,1,24,28,21,1,4,1,2024,0
10402,9,761,1,5,47,11,4,4,1,2024,0
10403,12,313,2,1,28,26,8,4,0,2024,1
10404,6,374,1,6,37,11,3,4,2,2024,0
10405,8,439,1,17,59,24,4,4,2,2024,1
10406,5,473,0,28,47,17,3,4,2,2024,0
10407,12,943,0,27,35,30,7,3,1,2024,1
10408,3,625,0,19,63,17,5,4,0,2024,0
10409,10,931,2,23,21,22,5,4,0,2023,1
10410,7,169,0,14,26,27,10,3,0,2024,0
10411,2,586,1,15,54,22,7,3,1,2024,1
10412,8,228,3,19,50,27,9,4,0,2023,1
10413,4,209,0,25,53,27,9,4,2,2024,0
10414,9,850,0,18,47,22,9,3,2,2023,1
10415,3,248,0,29,52,4,2,3,1,2024,1
10416,8,833,0,15,24,11,7,4,2,2023,0
10417,12,244,0,30,65,10,1,3,1,2023,1
10418,9,670,0,20,31,7,8,2,2,2023,1
10419,10,125,0,23,51,21,6,3,2,2023,1
10420,9,632,1,30,23,22,8,4,1,2023,1
10421,6,476,0,30,63,16,7,4,0,2024,1
10422,6,759,0,6,33,13,10,3,1,2024,1
10423,3,714,0,24,26,26,7,4,0,2024,1
10424,8,278,0,14,19,13,4,3,1,2023,1
10425,10,411,0,18,30,23,9,4,2,2024,0
10426,5,377,1,24,56,29,8,4,2,2024,0
10427,3,297,0,20,39,17,7,3,2,2024,0
10428,4,148,1,17,58,15,6,4,1,2024,1
10429,8,696,0,14,30,20,3,4,2,2024,0
10430,10,840,1,10,63,5,10,4,0,2023,1
10431,12,575,0,6,43,18,9,4,1,2024,1
10432,6,445,0,3,20,23,9,3,2,2024,0
10433,5,464,0,11,20,3,6,3,0,2024,1
10434,8,578,2,9,51,20,6,4,1,2024,1
10435,11,141,2,11,21,23,6,4,1,2024,1
10436,12,1000,0,11,53,7,10,4,1,2023,1
10437,7,871,1,5,54,30,1,4,0,2024,1
10438,7,716,0,21,39,29,6,4,1,2024,0
10439,10,582,2,10,42,11,4,4,2,2024,1
10440,5,944,0,7,26,25,3,4,2,2024,0
10441,8,254,0,28,28,1,8,3,2,2024,1
10442,1,607,1,1,56,1,3,3,2,2024,1
10443,12,376,0,29,56,2,0,3,1,2024,1
10444,9,674,0,6,39,26,0,3,0,2024,0
10445,10,743,1,3,48,3,8,4,1,2024,0
10446,8,478,1,6,26,4,4,4,0,2024,0
10447,11,990,1,10,23,30,7,4,0,2024,1
10448,9,630,1,3,43,19,2,4,0,2023,1
10449,7,336,2,24,45,15,3,4,0,2024,1
10450,4,976,0,6,56,3,0,3,1,2024,0
10451,4,307,1,4,38,10,7,3,0,2024,1
10452,4,847,0,22,53,21,0,4,0,2024,1
10453,11,340,1,17,55,19,1,4,2,2024,0
10454,11,772,1,5,27,12,8,4,0,2024,1
10455,10,518,3,23,25,9,10,4,2,2023,1
10456,3,859,0,5,47,21,1,4,1,2024,1
10457,1,422,1,25,53,11,6,2,0,2024,1
10458,5,834,0,30,55,4,5,4,2,2024,0
10459,8,597,1,22,63,22,3,3,2,2023,1
10460,4,833,2,20,31,30,3,4,1,2024,1
10461,10,309,2,13,19,19,5,4,0,2023,1
10462,2,390,3,11,32,4,9,4,1,2024,1
10463,10,957,2,28,32,20,2,4,2,2024,0
10464,8,987,0,25,56,26,8,4,0,2024,0
10465,3,235,1,11,26,11,0,4,0,2024,1
10466,9,157,1,19,57,4,5,4,1,2023,1
10467,3,787,1,26,19,16,4,3,2,2024,1
10468,10,827,2,31,21,30,10,4,0,2024,0
10469,10,240,0,19,43,30,4,2,0,2024,1
10470,4,600,0,9,48,2,1,4,1,2024,1
10471,9,187,2,29,49,21,3,4,1,2024,0
10472,8,781,0,1,27,21,8,4,1,2024,0
10473,10,393,0,17,54,27,0,3,1,2023,1
10474,8,537,0,27,50,19,4,4,0,2024,0
10475,1,555,0,4,62,8,6,4,2,2024,1
10476,5,756,0,23,53,25,5,4,1,2024,1
10477,6,537,0,12,44,2,3,3,0,2024,0
10478,9,366,1,21,49,21,1,4,0,2023,1
10479,9,884,2,22,48,8,2,4,1,2024,0
10480,3,195,0,25,33,8,6,3,1,2024,0
10481,12,526,2,28,56,28,4,4,1,2024,1
10482,10,617,2,5,38,22,6,4,2,2024,1
10483,6,459,0,20,51,22,7,4,0,2024,0
10484,11,912,0,4,58,17,9,3,1,2024,0
10485,8,951,1,28,26,10,5,4,0,2024,1
10486,9,623,0,16,33,19,7,4,2,2023,1
10487,12,495,0,31,21,18,5,4,2,2024,0
10488,4,259,1,17,20,26,9,4,0,2024,1
10489,11,937,0,3,22,6,7,3,0,2024,0
10490,6,543,1,23,26,8,3,4,2,2024,1
10491,10,553,2,21,47,1,6,4,2,2024,1
10492,7,711,0,21,42,14,8,3,2,2024,1
10493,10,603,0,10,42,15,0,4,2,2024,0
10494,12,136,1,3,48,23,2,4,0,2024,1
10495,5,768,0,6,22,30,7,4,0,2024,0
10496,7,895,0,21,53,17,2,3,1,2024,1
10497,5,254,0,20,40,16,3,4,2,2024,0
10498,6,171,1,22,29,8,4,4,1,2024,1
10499,8,254,1,17,44,5,8,4,2,2024,1
10500,6,599,0,17,30,14,9,3,2,2024,0
10501,8,850,1,31,63,29,2,4,1,2024,0
10502,4,588,2,27,32,29,4,4,0,2024,0
10503,12,168,2,30,35,21,10,4,2,2023,1
10504,5,638,0,30,63,26,10,4,2,2024,0
10505,4,308,2,4,29,5,4,4,2,2024,1
10506,5,647,2,21,53,18,7,4,2,2024,1
10507,6,800,0,4,58,15,8,4,2,2024,1
10508,2,774,0,6,30,20,0,4,2,2024,1
10509,7,141,2,8,36,3,8,4,0,2024,1
10510,2,525,2,13,52,8,4,4,2,2024,1
10511,7,428,1,3,33,4,0,4,1,2024,1
10512,5,872,1,9,65,27,7,4,1,2024,1
10513,8,842,0,20,37,29,7,1,1,2023,1
10514,6,225,0,10,49,13,4,3,0,2024,1
10515,3,645,0,30,34,13,1,4,0,2024,0
10516,1,158,1,20,31,18,0,4,1,2024,1
10517,8,217,0,21,50,10,5,4,2,2024,1
10518,8,822,1,26,40,13,8,4,2,2024,1
10519,9,923,0,22,56,21,9,3,1,2024,1
10520,6,372,1,17,47,9,6,4,2,2024,1
10521,9,894,1,5,37,17,4,3,1,2024,1
10522,8,525,2,26,35,12,7,4,2,2024,1
10523,11,910,2,5,32,1,6,4,2,2024,1
10524,7,304,2,22,23,11,1,4,2,2024,0
10525,9,969,1,8,57,20,7,3,2,2024,0
10526,7,493,0,18,40,15,8,4,1,2024,0
10527,7,108,0,11,44,21,9,4,0,2023,1
10528,3,975,0,28,59,13,4,4,1,2024,0
10529,4,325,0,15,18,23,10,4,2,2024,0
10530,9,115,0,17,20,19,6,4,2,2023,1
10531,12,616,0,16,61,16,2,3,2,2024,1
10532,9,832,0,26,42,26,10,3,2,2024,0
10533,2,661,0,4,60,1,5,3,0,2024,1
10534,7,614,1,4,33,12,8,4,2,2024,1
10535,10,231,0,1,53,19,7,3,1,2023,1
10536,4,664,0,22,19,13,3,3,0,2024,1
10537,10,399,0,14,50,7,5,3,2,2024,0
10538,10,571,0,4,18,19,7,3,2,2023,1
10539,8,535,1,31,54,13,6,4,2,2024,1
10540,6,824,0,26,38,22,5,4,2,2024,0
10541,9,194,0,24,32,22,4,4,1,2024,0
10542,4,168,1,8,62,30,5,4,0,2024,1
10543,8,207,4,17,50,2,2,1,2,2024,1
10544,12,652,1,18,43,8,10,4,1,2024,1
10545,12,487,0,5,53,13,0,3,1,2023,1
10546,11,296,1,6,44,28,2,4,1,2024,1
10547,5,508,0,24,50,2,8,4,1,2024,0
10548,8,555,0,1,60,9,8,3,2,2024,1
10549,1,754,2,25,62,1,2,4,0,2024,1
10550,3,450,0,4,27,17,10,3,2,2024,1
10551,10,211,2,16,25,9,1,4,0,2023,1
10552,4,293,1,1,33,26,3,4,2,2024,1
10553,12,633,0,30,28,19,8,3,2,2023,1
10554,10,457,0,9,39,23,8,4,2,2023,0
10555,10,335,1,28,18,1,4,4,1,2024,1
10556,2,697,0,19,53,29,10,2,0,2024,0
10557,1,510,1,25,18,11,10,4,0,2024,1
10558,10,844,1,2,51,2,2,4,1,2023,1
10559,5,748,0,20,54,10,2,3,1,2024,0
10560,9,900,0,1,26,10,0,3,1,2024,1
10561,10,426,1,8,55,29,0,3,2,2024,1
10562,3,422,0,25,38,13,10,3,0,2024,0
10563,11,395,0,4,42,17,7,3,0,2024,1
10564,8,345,1,5,51,20,5,4,1,2024,1
10565,4,687,0,15,23,16,7,3,0,2024,1
10566,6,724,1,5,43,16,5,4,0,2024,1
10567,10,855,0,13,23,26,10,4,0,2024,0
10568,12,175,2,29,36,14,9,4,1,2024,1
10569,6,589,0,17,64,19,7,3,0,2024,0
10570,4,224,2,30,52,23,3,4,0,2024,1
10571,2,705,0,27,57,22,4,4,2,2024,0
10572,8,265,1,12,59,5,3,3,0,2024,1
10573,6,506,0,20,46,27,2,4,2,2024,0
10574,1,162,0,25,26,8,10,2,1,2024,1
10575,11,965,2,1,24,10,8,4,2,2024,1
10576,8,913,1,1,51,9,6,4,1,2024,0
10577,2,460,0,4,31,26,5,4,0,2024,0
10578,10,640,1,19,57,22,1,4,0,2023,1
10579,11,611,2,24,57,1,3,4,1,2024,1
10580,5,220,1,1,60,24,0,4,2,2024,1
10581,8,904,0,15,23,26,6,3,1,2023,0
10582,9,971,1,13,46,7,3,4,2,2023,1
10583,12,829,0,3,63,29,10,3,1,2023,1
10584,11,530,1,17,35,30,2,4,0,2024,1
10585,3,258,0,3,25,16,5,4,2,2024,0
10586,8,508,0,13,39,10,7,4,1,2024,0
10587,10,193,1,17,42,26,9,4,1,2024,1
10588,10,636,1,20,58,8,8,3,1,2024,1
10589,5,300,0,29,65,13,2,3,2,2024,1
10590,5,348,0,13,18,19,10,3,0,2024,0
10591,1,508,0,28,42,4,3,4,1,2024,1
10592,7,775,3,7,47,18,2,4,2,2024,1
10593,4,797,0,23,42,30,8,4,2,2024,1
10594,5,336,0,10,65,29,7,3,0,2024,1
10595,12,210,0,30,48,5,9,3,1,2024,1
10596,12,599,1,29,37,17,9,4,1,2024,1
10597,9,575,0,18,37,1,8,3,1,2023,1
10598,7,919,1,30,39,15,6,3,1,2024,0
10599,9,318,0,30,21,11,6,4,0,2023,0
10600,8,500,2,19,22,25,9,4,1,2024,1
10601,9,997,0,16,21,14,1,4,2,2023,1
10602,5,319,0,17,63,29,8,4,2,2024,0
10603,2,399,0,5,64,11,4,2,2,2024,1
10604,7,432,0,16,59,10,5,4,0,2024,1
10605,10,665,1,19,21,13,3,3,2,2023,1
10606,3,675,1,24,52,11,7,4,2,2024,1
10607,10,234,1,7,27,14,8,4,2,2024,0
10608,9,386,0,16,21,24,0,3,0,2024,1
10609,11,446,0,4,46,1,0,3,2,2024,0
10610,8,127,1,31,44,21,10,4,2,2023,1
10611,9,218,0,1,18,13,2,4,2,2024,0
10612,7,835,1,23,26,4,7,4,0,2024,1
10613,11,757,0,10,45,8,6,0,2,2024,1
10614,8,683,2,28,44,15,8,4,0,2024,1
10615,3,364,0,28,22,25,8,3,2,2024,1
10616,4,834,0,8,47,9,1,4,0,2024,0
10617,3,954,0,30,62,20,1,3,0,2024,1
10618,6,385,0,12,54,19,10,4,2,2024,1
10619,5,555,1,14,65,22,7,4,2,2024,1
10620,11,938,1,11,60,9,9,4,0,2024,1
10621,3,546,1,15,50,25,8,4,0,2024,1
10622,12,302,1,29,29,7,4,4,0,2024,1
10623,2,909,0,19,64,10,4,4,1,2024,0
10624,10,905,0,29,27,9,4,3,0,2023,1
10625,12,272,1,3,21,18,9,4,2,2023,0
10626,8,772,0,16,34,30,7,4,2,2024,0
10627,12,460,1,8,49,16,6,4,2,2024,1
10628,12,213,0,21,47,30,0,3,0,2024,1
10629,2,960,1,26,30,4,1,4,1,2024,1
10630,10,184,0,11,19,4,3,2,0,2024,1
10631,9,111,0,18,39,2,3,3,2,2023,1
10632,9,314,0,1,21,11,10,4,1,2024,0
10633,4,266,1,24,29,29,10,4,0,2024,1
10634,10,362,0,4,21,16,9,4,1,2024,0
10635,4,557,0,24,63,7,4,4,2,2024,1
10636,4,864,0,8,65,22,6,3,0,2024,0
10637,3,749,0,7,33,23,7,4,0,2024,0
10638,10,773,1,17,30,20,10,4,0,2024,1
10639,10,728,0,8,62,23,10,3,1,2024,1
10640,3,736,0,7,35,18,1,4,0,2024,0
10641,8,933,0,5,61,12,2,2,1,2023,1
10642,6,635,0,6,65,4,2,3,1,2024,1
10643,9,174,1,13,53,25,6,3,1,2024,0
10644,12,746,0,2,35,26,6,3,0,2024,1
10645,9,392,2,7,23,3,4,4,0,2024,1
10646,10,392,0,1,52,29,1,4,2,2023,0
10647,11,882,1,5,35,29,5,4,1,2024,0
10648,10,749,0,28,61,23,10,4,2,2024,0
10649,7,811,0,25,59,19,4,4,0,2024,0
10650,12,297,1,5,48,20,5,4,1,2024,1
10651,10,891,0,7,27,10,6,3,2,2023,0
10652,10,306,0,7,61,17,3,4,1,2023,1
10653,2,525,1,6,62,17,3,4,0,2024,0
10654,8,743,3,20,32,21,8,4,1,2024,1
10655,6,970,0,17,55,1,10,3,0,2024,0
10656,9,250,2,29,49,6,1,4,1,2024,1
10657,10,797,1,20,37,4,5,4,0,2024,1
10658,5,218,0,7,50,27,0,4,0,2024,1
10659,6,415,0,20,49,11,2,4,2,2024,0
10660,3,147,0,25,37,1,5,3,1,2024,0
10661,8,925,0,26,36,29,4,4,0,2024,1
10662,7,263,2,6,50,19,7,4,1,2023,0
10663,10,675,1,11,62,7,10,4,0,2024,0
10664,8,117,0,14,62,12,4,3,1,2023,1
10665,5,946,0,31,65,27,7,4,1,2024,0
10666,8,621,0,28,20,21,0,3,0,2024,1
10667,6,602,0,27,58,11,0,4,1,2024,0
10668,9,583,2,25,64,12,10,4,2,2024,1
10669,10,486,3,6,26,20,9,4,2,2024,1
10670,7,802,1,6,29,23,9,4,0,2024,1
10671,10,169,0,25,44,13,2,4,1,2023,1
10672,9,282,1,18,44,10,8,4,2,2024,0
10673,12,489,0,25,45,6,0,4,0,2024,1
10674,4,139,0,1,30,15,7,4,2,2024,0
10675,7,470,0,11,42,28,9,4,0,2024,0
10676,1,781,0,16,53,30,8,4,1,2024,1
10677,3,512,1,25,19,25,5,3,2,2024,1
10678,6,602,1,17,55,29,8,3,0,2024,1
10679,12,636,0,4,46,14,3,4,1,2023,1
10680,3,747,1,14,33,9,2,3,2,2024,1
10681,8,932,0,22,20,4,7,4,0,2024,0
10682,9,206,0,19,61,7,8,4,1,2024,0
10683,12,104,0,29,25,9,10,3,1,2024,1
10684,3,175,2,19,42,24,0,4,1,2024,1
10685,10,969,2,16,35,23,7,4,0,2024,1
10686,8,477,0,21,65,1,3,3,0,2023,1
10687,8,551,1,19,26,28,1,4,2,2024,1
10688,6,125,0,4,63,8,4,4,1,2024,1
10689,11,620,3,5,58,20,6,4,1,2024,1
10690,4,884,0,11,33,16,4,3,2,2024,1
10691,10,617,0,28,36,20,1,3,0,2023,1
10692,6,266,0,18,37,21,0,4,2,2024,0
10693,12,888,0,26,55,10,0,4,1,2024,1
10694,10,369,2,4,54,28,0,4,1,2023,1
10695,7,328,0,7,38,20,9,4,0,2024,0
10696,7,386,1,18,20,26,2,2,0,2024,1
10697,7,925,1,14,19,14,9,4,1,2024,1
10698,10,391,1,17,19,23,10,4,0,2023,1
10699,11,606,2,28,38,18,0,4,1,2024,1
10700,6,908,0,14,22,2,9,4,0,2024,0
10701,11,541,1,29,39,16,10,4,0,2024,1
10702,4,921,1,21,53,13,4,2,0,2024,1
10703,9,522,0,26,26,5,1,3,2,2024,0
10704,8,821,0,24,29,20,9,4,0,2024,0
10705,10,629,1,20,21,7,1,4,2,2023,1
10706,10,316,0,6,45,22,6,3,1,2023,1
10707,12,131,1,7,44,12,10,4,2,2024,1
10708,7,116,0,3,52,28,5,3,0,2024,1
10709,8,249,0,14,30,28,6,3,1,2023,1
10710,3,348,0,30,33,7,1,4,1,2024,0
10711,8,180,1,5,33,3,7,4,1,2023,1
10712,4,384,1,12,33,4,1,4,2,2024,1
10713,8,844,2,19,25,12,4,4,2,2024,1
10714,7,267,1,15,62,11,5,4,1,2024,0
10715,2,496,3,22,42,5,2,4,0,2024,1
10716,10,451,0,23,31,5,0,4,1,2023,1
10717,6,690,0,15,57,2,6,4,0,2024,0
10718,7,545,0,21,39,16,3,3,1,2024,0
10719,3,896,0,8,31,10,5,3,1,2024,1
10720,10,372,0,29,51,25,5,3,1,2023,1
10721,12,490,0,26,39,24,2,4,2,2023,1
10722,6,455,1,4,30,1,0,4,0,2024,1
10723,10,721,0,11,59,26,7,3,0,2024,0
10724,7,799,1,18,53,30,6,4,0,2024,1
10725,7,489,0,9,63,28,10,4,2,2024,0
10726,7,938,0,21,38,7,6,3,1,2024,0
10727,3,495,0,15,38,14,1,4,0,2024,0
10728,10,501,0,10,55,3,4,4,1,2024,0
10729,6,175,1,17,36,24,5,4,0,2024,1
10730,8,460,0,28,57,5,2,4,1,2024,1
10731,3,290,0,31,53,25,0,4,0,2024,1
10732,1,454,0,10,50,7,3,3,0,2024,1
10733,6,103,0,23,38,10,1,4,0,2024,0
10734,11,549,1,14,18,1,4,4,0,2024,0
10735,1,107,1,8,27,6,6,3,2,2024,1
10736,1,296,1,12,33,30,7,4,2,2024,1
10737,10,591,0,16,65,30,3,3,1,2024,0
10738,8,704,0,22,25,28,4,3,2,2024,1
10739,6,751,0,4,44,21,2,4,2,2024,0
10740,6,737,0,6,19,5,6,4,0,2024,0
10741,8,773,2,6,40,26,9,4,0,2024,1
10742,8,341,0,21,32,5,5,3,0,2024,1
10743,6,313,1,28,59,18,8,4,1,2024,1
10744,12,610,4,3,64,1,3,4,2,2024,1
10745,8,577,1,7,49,18,10,4,1,2024,1
10746,3,474,1,5,48,22,3,4,0,2024,1
10747,12,859,0,28,40,23,9,4,0,2024,0
10748,7,874,1,29,56,4,6,3,2,2024,1
10749,4,601,1,9,26,26,1,3,1,2024,1
10750,4,940,0,6,24,15,1,4,2,2024,0
10751,4,973,0,30,65,17,3,4,2,2024,1
10752,3,549,0,4,21,18,2,4,2,2024,0
10753,9,755,0,9,30,12,8,2,2,2023,1
10754,9,812,0,8,31,4,6,4,0,2024,0
10755,9,884,0,16,31,14,3,3,0,2024,0
10756,8,256,0,30,24,10,2,3,0,2024,1
10757,9,613,0,14,44,4,9,2,2,2024,1
10758,8,690,0,18,58,5,2,3,1,2024,1
10759,6,371,0,7,37,16,1,3,2,2024,0
10760,11,974,0,13,54,15,8,3,2,2023,1
10761,4,170,1,9,24,12,7,4,0,2024,0
10762,8,143,0,17,33,5,1,4,1,2024,1
10763,8,861,1,26,28,20,8,3,1,2024,1
10764,12,536,2,28,45,20,2,4,1,2024,1
10765,9,583,0,11,60,10,2,3,0,2024,1
10766,5,226,0,21,41,11,5,3,1,2024,1
10767,10,757,3,3,19,4,7,4,2,2024,1
10768,8,665,0,19,21,14,1,4,2,2024,0
10769,5,524,0,6,47,11,7,4,2,2024,0
10770,12,520,1,16,46,6,7,4,0,2024,1
10771,9,298,3,12,21,3,3,4,2,2024,1
10772,3,978,1,11,46,14,9,4,1,2024,1
10773,11,453,2,25,30,25,7,4,1,2024,1
10774,8,525,3,17,48,9,1,4,2,2023,1
10775,4,927,0,22,30,22,3,4,2,2024,1
10776,8,954,1,21,55,24,8,4,0,2023,1
10777,8,903,1,13,32,23,0,4,2,2024,1
10778,5,935,1,28,23,11,8,4,1,2024,0
10779,2,864,1,12,18,23,0,4,1,2024,0
10780,10,859,2,13,55,27,8,4,1,2024,1
10781,3,373,0,21,43,23,9,4,0,2024,1
10782,6,940,1,5,46,24,6,4,0,2024,1
10783,6,778,0,27,41,11,3,3,2,2024,1
10784,12,770,0,29,54,5,3,3,1,2023,1
10785,12,728,2,5,29,18,9,4,2,2023,1
10786,9,111,0,28,45,29,0,3,2,2024,1
10787,8,116,0,16,54,14,2,4,2,2024,0
10788,6,488,0,2,23,10,8,4,2,2024,0
10789,9,978,4,8,33,10,7,1,0,2024,1
10790,5,259,0,5,39,23,0,3,0,2024,0
10791,4,113,1,22,31,25,9,4,1,2024,1
10792,5,558,0,21,21,7,7,4,1,2024,0
10793,7,619,1,26,42,30,8,4,2,2024,1
